cell_type	comparison	gene_symbol	direction	logFC	logCPM	PValue	FDR	group_summary
Mural	organic_ED_vs_normal	PGAM2	up_in_ED	1.64511453187179	7.11970667424033	6.53372463260175e-06	0.0165435315241013	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CA3	down_in_ED	-1.61979852870339	5.79540731122631	8.80974654016312e-06	0.0165435315241013	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	HIC1	down_in_ED	-1.67604282438372	5.58171171928636	9.35191154556322e-06	0.0165435315241013	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CSGALNACT1	down_in_ED	-2.01026664321072	5.03203294293797	1.13412702812831e-05	0.0171043739925219	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	GUCY1A2	down_in_ED	-1.9337334368287	4.3904275367673	1.42555324893181e-05	0.0171043739925219	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	MYOZ1	up_in_ED	1.69411254534578	5.19943283375945	1.45034262231673e-05	0.0171043739925219	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	ZEB2	down_in_ED	-1.17206030931234	8.25292587740294	1.68963758576189e-05	0.0179338133352767	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	ADAMTSL2	down_in_ED	-2.65830137672194	1.51413575934946	2.14146060674986e-05	0.0182580545991257	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	STEAP4	down_in_ED	-2.39886172939268	7.94425613531321	2.4293754215966e-05	0.0182580545991257	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	HGF	down_in_ED	-2.05946193814704	6.03790870486904	2.45100735443022e-05	0.0182580545991257	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	PTGS2	up_in_ED	1.76751950117669	3.9736201774002	2.59936200562383e-05	0.0182580545991257	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	RP11-631N16.2	down_in_ED	-2.0522873425948	3.579746189375	2.66534791234255e-05	0.0182580545991257	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	NEURL1B	down_in_ED	-1.07690131879216	5.84320185656547	2.75229765956294e-05	0.0182580545991257	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	EMX2OS	down_in_ED	-1.6976162074872	3.56817913480867	4.06230833061455e-05	0.0245068472009816	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	PROS1	down_in_ED	-1.39975587867716	5.09590103313059	4.43500523929495e-05	0.0245068472009816	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	LSP1	down_in_ED	-1.82648071651885	4.80557929615525	4.65601509775119e-05	0.0245068472009816	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	SASH1	down_in_ED	-1.30392380254545	5.23402014663482	4.95416529433348e-05	0.0245068472009816	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	NTN4	up_in_ED	1.26495521911628	6.18276675512495	5.00175656097973e-05	0.0245068472009816	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	DAAM1	down_in_ED	-1.81333945292011	6.07124812739131	5.07961784832858e-05	0.0245068472009816	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	BTC	up_in_ED	2.89258305835875	4.00162035103184	5.37289004639329e-05	0.0247947195445298	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CGNL1	down_in_ED	-1.94431090404553	3.31393886573683	5.69033813393024e-05	0.0251655203973065	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	LYNX1	up_in_ED	1.39867089631628	4.47965991632326	5.98476496751589e-05	0.0254089181460855	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	RHOD	up_in_ED	1.46141498361701	4.32883147454034	6.42024151818411e-05	0.0262094013361562	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CARNS1	up_in_ED	1.99693192637557	3.64991339780704	7.37488552314872e-05	0.0289914944232224	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	COLEC11	down_in_ED	-2.73729142847488	3.0770419824596	8.13783729346202e-05	0.030848216083145	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	MAMDC2	down_in_ED	-1.36555543959322	4.1868745774897	8.58565730489137e-05	0.0314235057359024	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CYR61	up_in_ED	2.16519819618929	8.81763293381117	9.71292276084395e-05	0.0335932596756764	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	KCNMB1	up_in_ED	1.2566623186827	7.18280195368044	9.8877762244552e-05	0.0335932596756764	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	MCC	down_in_ED	-1.72170651830828	4.23690227198864	0.0001012798482779	0.0335932596756764	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	SLC38A1	up_in_ED	1.72789597994865	6.78927245706498	0.0001131116373559	0.0363808157241242	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	NCKAP5	down_in_ED	-1.73504373496732	4.1930033531239	0.0001231960372345	0.0375859396222189	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	DUSP5	up_in_ED	3.52099276849004	3.36302245484168	0.0001239408221949	0.0375859396222189	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	FMOD	down_in_ED	-2.22728560902177	4.73809886010464	0.0001470922070916	0.0412512815209784	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	IGFBP5	down_in_ED	-1.48314703942641	11.9012947778597	0.0001477734839896	0.0412512815209784	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	PDLIM5	up_in_ED	1.01218477549189	7.61308896713686	0.0001508540194393	0.0412512815209784	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	HSPB8	up_in_ED	1.9276254606075	5.72433598525786	0.0001551280646369	0.0412512815209784	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CLSTN2	down_in_ED	-2.45398665319931	5.83569909214001	0.0001569604596259	0.0412512815209784	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	SLC44A2	up_in_ED	1.09476649766221	5.27645312795975	0.0001593463861277	0.0412512815209784	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	GBGT1	down_in_ED	-1.72404096091694	2.73905788982951	0.0001636943079391	0.0413678901063316	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	KCNJ8	down_in_ED	-1.60589442315719	4.42257975152761	0.0001870003194808	0.0448483430467299	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	SGCA	up_in_ED	0.838907937870099	6.93938874416237	0.0001903272420692	0.0448483430467299	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	IFI27	up_in_ED	2.10688437802503	5.12020483064391	0.0001910730926605	0.0448483430467299	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CADM1	down_in_ED	-1.40066673244158	3.89402406722342	0.0001943681722394	0.0448483430467299	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	PDGFRB	down_in_ED	-0.947834118887109	7.97723573930349	0.0002041558791689	0.0457913504244175	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	KCNA5	up_in_ED	2.13114126772717	5.69880948696344	0.000210299468229	0.0457913504244175	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	LDOC1	up_in_ED	1.51268898214831	5.72328399917689	0.0002164667183561	0.0457913504244175	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	RP3-525N10.2	down_in_ED	-2.17563766649261	1.75874137180235	0.0002263502938291	0.0457913504244175	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	JPH4	down_in_ED	-2.305035524016	2.27025393664044	0.0002278520417784	0.0457913504244175	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	NRP1	down_in_ED	-0.905688892226481	6.26185392734867	0.0002283432038901	0.0457913504244175	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	RALGPS2	down_in_ED	-1.6151135766592	3.22614990540163	0.0002294814184827	0.0457913504244175	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	REM1	down_in_ED	-1.29109571827883	5.53750485844882	0.000232968995941	0.0457913504244175	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	LCLAT1	up_in_ED	1.1733685669538	4.60467098280126	0.0002375462109839	0.0458420996978903	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CD44	down_in_ED	-1.36778124096295	7.62497414125131	0.0002514203017188	0.0476379047138343	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	KCNT2	down_in_ED	-1.77460269335341	3.17638882037357	0.0002662931275823	0.0476379047138343	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CASC15	down_in_ED	-1.35854210275601	3.50179131856396	0.0002665613811653	0.0476379047138343	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	TMEM59L	up_in_ED	1.60996422438265	4.87628042821395	0.0002671438185825	0.0476379047138343	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	MASP1	down_in_ED	-2.10573985891868	3.21571141742203	0.0002744287508477	0.0476379047138343	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	CAP2	up_in_ED	0.968226843469442	6.91297984657595	0.0002800364518395	0.0476379047138343	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	MYOM2	up_in_ED	1.80639100962287	5.10736593204684	0.0002801540377452	0.0476379047138343	normal=3;organic_ED=5
Mural	organic_ED_vs_normal	PLTP	down_in_ED	-1.72086293271725	6.09619984089865	0.000282757489822	0.0476379047138343	normal=3;organic_ED=5
